coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Sun Sep 12 15:00:16 +0000 2021,,,,2,1437068551903457285,JacekPiekara,1437028298731687942,714293714856894500,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@JacekPiekara Stanisław Lem pisał też świetne powieści kryminalne(Śledztwo, Pamiętnik znaleziony w wannie,Katar),a także powieści obyczajowe (Szpital Przemienienia,Wysoki Zamek).Był kandydatem do literackiej nagrody Nobla,ale dostał ją wtedy Czesław Miłosz.",https://twitter.com/WSiudzinski/status/1437068551903457285,Fri May 20 12:03:51 +0000 2016,733629305377427456,false,,295482,1159,1970,0,"Bydgoszcz, Polska",Władysław 🇵🇱,WSiudzinski,19229,,,false
,Sun Sep 12 14:55:26 +0000 2021,,,,0,1437067335517474823,,,,pl,,,,4,1437064958890504192,JozefKasprowicz,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","""Z bocznych ulic wyjechali na koniach sowieccy żołnierze... Kazali naszym zdjąć pasy, zostawić jaszcze, armaty i konie i iść sobie. To było straszne: widzieć jak Polska upada, widzieć to naprawdę (...) wszyscyśmy stali w milczeniu i płakali""

Stanisław #Lem, ze wspomnień o Lwowie https://t.co/cpPCybbJyl",https://twitter.com/MichalWaclaw/status/1437067335517474823,Sun Apr 12 12:43:26 +0000 2015,3159577683,false,,151937,1103,2267,0,,michal,MichalWaclaw,72829,,,false
,Sun Sep 12 12:20:19 +0000 2021,,https://twitter.com/JacekPiekara/status/1437028298731687942/photo/1,,129,1437028298731687942,,,,pl,,false,,22,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","100 lat temu urodził się St.Lem. Już jako dziecko zachwyciłem się jego Bajkami robotów i Cyberiadą, potem Dziennikami Gwiazdowymi i Pilotem Pirxem. Ba, zmęczyłem nawet socrealistyczny Obłok Magellana!
Lem pisał też słuchowiska, a film ""Przekładaniec"" z Kobielą reżyserował Wajda😀 https://t.co/XprQGZ2Tlm",https://twitter.com/JacekPiekara/status/1437028298731687942,Mon Mar 28 03:31:07 +0000 2016,714293714856894465,false,"Przede wszystkim pisarz📚
Homo politicus🌍🔭
Family man👨‍👩‍👦
Książki, gry i filmy🖥️
Historia🏰🏛️
❤️Psy i koty❤️
Imprezy!🍻",153480,50228,1392,200,Polska,Jacek Piekara,JacekPiekara,70133,,https://pl.m.wikipedia.org/wiki/Jacek_Piekara,false
,Sun Sep 12 12:24:01 +0000 2021,,,https://allegro.pl/listing?string=stanis%C5%82aw%20lem%20sezam,0,1437029228818612230,JerzySkoczylas,1437028416772001794,2993815113,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@JerzySkoczylas A dla miłośników książki w tradycyjnej postaci: https://t.co/3V0VOXKIIJ,https://twitter.com/Jean_sans_Terre/status/1437029228818612230,Wed Oct 21 20:18:17 +0000 2015,4011962908,false,Są w ojczyźnie rachunki krzywd.,15256,555,506,10,,Jan bez Ziemi 🇺🇦,Jean_sans_Terre,37997,,,false
,Sun Sep 12 13:25:20 +0000 2021,,,https://przekroj.pl/kultura/na-tapczanie-siedzi-lem-przekroj,1,1437044658664841219,zkalendarza,1436920392678092802,602143823,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@zkalendarza To pierwszy z trzech odcinków.🎧
https://t.co/e6smnD2mtW",https://twitter.com/niezborny/status/1437044658664841219,Mon Oct 29 12:15:35 +0000 2018,1056882236010782721,false,"PiS to #polexit, zatrzymajmy to!",43689,414,1686,4,Z widokiem na Wielki Atraktor.,Ewald Zborny🌱¦¦¦¦¦•➰•¦¦¦¦¦,niezborny,24670,,,false
,Sun Sep 12 14:23:38 +0000 2021,,,,7,1437059331925630979,Przewodzik,1437059329685868544,1184947797231046700,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","na... wagary. Dla mnie najciekawsze były wspomnienia o  bibliotece ojca – znanego lwowskiego laryngologa. Wędrówki po półkach z fachową, obcojęzyczną literaturą, pełną przekrojów ludzkich części ciała, na pewno miały wpływ na wrażliwość młodego Stasia. Lem często skupia się (3)",https://twitter.com/Przewodzik/status/1437059331925630979,Thu Oct 17 21:42:42 +0000 2019,1184947797231046657,false,"Kwalifikowane nadprzewodzictwo po meandrach: bibliografia, filmografia, muzykografia. Sus scrofa varsoviensis in silva rerum.",48938,7504,113,24,,Przewodzik,Przewodzik,30636,,,false
,Sun Sep 12 12:49:41 +0000 2021,,,,0,1437035687442849800,,,,pl,,,,22,1437028298731687942,JacekPiekara,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","100 lat temu urodził się St.Lem. Już jako dziecko zachwyciłem się jego Bajkami robotów i Cyberiadą, potem Dziennikami Gwiazdowymi i Pilotem Pirxem. Ba, zmęczyłem nawet socrealistyczny Obłok Magellana!
Lem pisał też słuchowiska, a film ""Przekładaniec"" z Kobielą reżyserował Wajda😀 https://t.co/XprQGZ2Tlm",https://twitter.com/Ewa74229294/status/1437035687442849800,Wed May 29 21:33:45 +0000 2019,1133848929156644864,false,"«Pokój - szczęśliwość, ale bojowanie - byt nasz podniebny».",85284,898,1181,0,,Evva,Ewa74229294,33041,,,false
,Sun Sep 12 12:55:11 +0000 2021,Lwow Lem Kresy,,https://twitter.com/PLinUkraine/status/1437032079259312135,9,1437037070942228484,,,,pl,,false,1437032079259312135,8,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ambasada przypomina w kilku tłitach o rocznicy urodzin polskiego  pisarza, ale w żadnym nie wspomina, że urodził się w 🇵🇱 #Lwow.ie 🤷‍♂️ #Lem #Kresy https://t.co/DvwhMHgj5Q",https://twitter.com/PartiaKresowian/status/1437037070942228484,Sun Nov 04 17:50:46 +0000 2018,1059140914252300288,false,"Wzorem Marka Porcjusza Katona będę konsekwentnie powtarzał, że powinna powstać partia Kresowian i tej idei poświęcam tę stronę. #partiaKresowian #KwiatLnu",15013,2214,454,3,"Wilno, Grodno, Lwów",Partia Kresowian 🇵🇱,PartiaKresowian,19260,,,false
,Sun Sep 12 14:06:17 +0000 2021,,,,0,1437054963637755910,,,,pl,,,,20,1436944622874472451,GrzelinskMa,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","100 lat temu urodził się STANISŁAW LEM, prozaik, eseista, filozof, ale przede wszystkim genialny futurolog, który przewidział dzisiejsze czasy:
 "" Nie ma takich bredni, w które ludzie nie byliby w stanie uwierzyć. "" https://t.co/ISsDOsPkUR",https://twitter.com/Zyggitrucker/status/1437054963637755910,Wed Nov 08 20:49:59 +0000 2017,928363997153423361,false,Zyggiego niestety nie ma już z nami... Odszedł 4 listopada 2021😥💔,268210,1080,1584,2,"Luton, England, Sosnowiec now ",Zyggi#SilniRazem#ateizm,Zyggitrucker,45926,,,false
,Sun Sep 12 13:18:30 +0000 2021,,,https://dzieje.pl/kultura-i-sztuka/100-lat-temu-urodzil-sie-stanislaw-lem-pisarz-futurolog-filozof-patron-roku-2021,0,1437042938371092482,,,,pl,,true,,24,1436934416882966532,dziejepl,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","100 lat temu urodził się Stanisław Lem – pisarz, futurolog, filozof, patron roku 2021
https://t.co/EismHva1YH https://t.co/HiGZ4buLi6",https://twitter.com/pavkamac/status/1437042938371092482,Wed Jan 01 11:40:07 +0000 2014,2256120033,false,"Zostanie po nas złom żelazny. I głuchy pusty śmiech pokoleń.
Eppur si muove!
Ard Mhacha",126983,599,1132,7,"50.290936,18.666038",HOLD THE LINE!,pavkamac,77211,,,false
,Sun Sep 12 13:08:16 +0000 2021,Kordegarda,,,0,1437040364683157506,,,,pl,,,,5,1436955236116013057,RWisniewski_NCK,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Galeria #Kordegarda na weekend! Wewnątrz - wystawa „Dulska na scenie”, na zewnątrz - plenerowa ekspozycja „Lem”. Obie ciekawe, inspirujące i warte zobaczenia. Zapraszam, wstęp jest bezpłatny! #nckultury @NCK_PL @MKDNiS https://t.co/HWS96dix60",https://twitter.com/NCK_PL/status/1437040364683157506,Tue Apr 10 12:26:43 +0000 2012,550065683,false,Narodowe Centrum Kultury (National Center for Culture) jest państwową instytucją kultury. Działamy na rzecz rozwoju kultury w Polsce!,4647,11908,937,98,Polska,Narodowe Centrum Kultury,NCK_PL,10208,,http://www.nck.pl,false
,Sun Sep 12 12:35:48 +0000 2021,100LatLema RokLema,https://twitter.com/CzytamJestem/status/1436959923343138818/photo/1,,0,1437032195911307266,,,,pl,,false,,14,1436959923343138818,CzytamJestem,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1oo lat temu urodził się Stanisław Herman Lem

#100LatLema #RokLema https://t.co/oIs9SRYSmw",https://twitter.com/MariaGorzynska/status/1437032195911307266,Sun Aug 16 18:46:23 +0000 2015,3426445703,false,Pracuję. Nie znoszę marnowania. Świnki morskie.,11044,37,325,0,"Warszawa, Polska",kawka,MariaGorzynska,1349,,,false
,Sun Sep 12 12:33:07 +0000 2021,,,,0,1437031519609098251,,,,pl,,,,10,1437028315890692097,JacekPiekara,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Amerykański geniusz science-fiction, Philip K. Dick, uważał że Lem nie istnieje jako osoba i że jest to komórka rosyjskiego KGB.
Oto fragment listu, w którym informował FBI o tym komunistycznym spisku:
⬇️ https://t.co/snV9oayc2X",https://twitter.com/Magdale19681151/status/1437031519609098251,Sun Dec 30 00:04:29 +0000 2018,1079166295646572544,false,"Choleryk,matka,żona,babcia,kocham wolność i Polskę, bezkompromisowa,podróże rower, Bóg,teatr,poezja,ziemia,przyroda,historia,muzyka,polityka,Świat,Człowiek ❤✝️",163287,707,224,1,,Magdalena🇵🇱+🇺🇸 Trump 2024,Magdale19681151,332488,,,false
,Sun Sep 12 14:46:00 +0000 2021,Lem,https://twitter.com/JozefKasprowicz/status/1437064958890504192/photo/1,,11,1437064958890504192,,,,pl,,false,,4,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","""Z bocznych ulic wyjechali na koniach sowieccy żołnierze... Kazali naszym zdjąć pasy, zostawić jaszcze, armaty i konie i iść sobie. To było straszne: widzieć jak Polska upada, widzieć to naprawdę (...) wszyscyśmy stali w milczeniu i płakali""

Stanisław #Lem, ze wspomnień o Lwowie https://t.co/cpPCybbJyl",https://twitter.com/JozefKasprowicz/status/1437064958890504192,Tue Feb 27 22:05:48 +0000 2018,968608128097976325,false,"Prawnik, ekonomista, pasjonat historii Polskiego Państwa Podziemnego. Wnuk oficera Brygady Świętokrzyskiej NSZ i żołnierza Batalionów Chłopskich.",111847,1903,2306,7,,Józef Kasprowicz,JozefKasprowicz,31496,,,false
,Sun Sep 12 12:31:32 +0000 2021,,,https://www.gosc.pl/doc/7097647.100-lat-temu-urodzil-sie-Stanislaw-Lem-pisarz-futurolog-filozof,0,1437031121498345477,,,,pl,,false,,4,1436977649763618820,Gosc_Niedzielny,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","100 lat temu urodził się Stanisław Lem - pisarz, futurolog, filozof, patron roku 2021. https://t.co/pYkJJyfDjp https://t.co/JEymw9mMUf",https://twitter.com/walwen68/status/1437031121498345477,Sun Dec 01 16:45:15 +0000 2013,2203373416,false,czas...,5886,102,476,1,Polska,Waldemar,walwen68,3267,,,false
,Sun Sep 12 14:07:59 +0000 2021,,,https://dzieje.pl/kultura-i-sztuka/100-lat-temu-urodzil-sie-stanislaw-lem-pisarz-futurolog-filozof-patron-roku-2021,0,1437055394837377030,,,,pl,,false,,24,1436934416882966532,dziejepl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","100 lat temu urodził się Stanisław Lem – pisarz, futurolog, filozof, patron roku 2021
https://t.co/EismHva1YH https://t.co/HiGZ4buLi6",https://twitter.com/jowitaochmanska/status/1437055394837377030,Tue Mar 04 22:27:50 +0000 2014,2372653615,false,"#WspieramWOŚP  #StrefaPrzyjaznaLGBT 🌈 #WybórNieZakaz

Waga ♎ Warszawianka, z Mokotowa przeniesiona na Muranów",261780,2553,4178,1,Polska,Jowita Ochmańska #IStandWithUkraine 🇺🇦,jowitaochmanska,39816,,,false
,Sun Sep 12 13:58:44 +0000 2021,,,,7,1437053066000412675,JacekPiekara,1437028298731687942,714293714856894500,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@JacekPiekara Zaczynałem od ""Niezwyciężonego"". W dobie rozwoju miniaturyzacji automatyki, samouczenia programów i początków stadnego działania robotów bojowych, opowiadanie zyskuje coraz bardziej na trafności. Lem = geniusz.",https://twitter.com/tom_cyg/status/1437053066000412675,Thu Aug 17 06:43:45 +0000 2017,898072839990935552,false,Powstał stół - OKRĄGŁY STÓŁ - zanim ścięto drzewa na jego wykonanie (nagłówek),83023,133,270,0,"Mielec, Polska",Tom_Cyg 🇵🇱,tom_cyg,9275,,,false
,Sun Sep 12 13:23:56 +0000 2021,,,,0,1437044306632744960,armandgamaches,1437044052747329539,1203958745576939500,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","jestem bardzo spokojna
ale
PLANET LEM",https://twitter.com/armandgamaches/status/1437044306632744960,Mon Dec 09 08:45:19 +0000 2019,1203958745576939522,false,23. multi. i once waved at david byrne 🚲,11144,287,96,2,she/her • surprised by joy,maria / on semi-hiatus,armandgamaches,7418,,https://artygmache.tumblr.com/,false
,Sun Sep 12 12:43:02 +0000 2021,,,,4,1437034015786156036,,,,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Był też film w koprodukcji NRD i Polski ""Milcząca gwiazda"", na podstawie ""Astronautów"". Straszny szajs, Lem chciał wycofać nazwisko, bo scenarzyści sporo dopisali chamskiej polityki.",https://twitter.com/JerzySkoczylas/status/1437034015786156036,Fri Jan 23 08:55:36 +0000 2015,2993815113,false,"Nie jestem tym wrocławskim JS z dawnej ""Elity""!
Lubię reformy Balcerowicza. Nie lubię tych, którzy nie lubią tych reform. Żeby nie było, że nie wiedzieliście.",31528,7996,761,32,"Kraków, Polska",Jerzy Skoczylas,JerzySkoczylas,75874,,,false
,Sun Sep 12 12:39:30 +0000 2021,,,,0,1437033124907606018,,,,pl,,,,10,1436947461252190209,kawecki_maciej,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","W akcie urodzenia Lema widnieje data 12 września 1921. Formalnie to równo 100 lat temu urodził się Lem! Dziś mamy wielki zaszczyt udostępnić Państwu statuetkę im. S. Lema ""Planeta Lem"" która począwszy od tego roku będzie wyróżniała wielkich. Więcej: https://t.co/SnvqOyQc0i https://t.co/7hBSzeq8Df",https://twitter.com/misztal_m/status/1437033124907606018,Sat Jan 28 09:45:16 +0000 2012,476618808,false,Marketing&Business Advisor / Cultural Manager / #digital #transport #culture #marketing #theology #ethnography #anthropology #ethics #Świętokrzyskie #Mazury,119095,715,2679,38,"Warszawa, Polska",Michał Misztal,misztal_m,38134,,,false
,Sun Sep 12 14:56:25 +0000 2021,,,,0,1437067582335557633,,,,pl,,,,22,1437028298731687942,JacekPiekara,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","100 lat temu urodził się St.Lem. Już jako dziecko zachwyciłem się jego Bajkami robotów i Cyberiadą, potem Dziennikami Gwiazdowymi i Pilotem Pirxem. Ba, zmęczyłem nawet socrealistyczny Obłok Magellana!
Lem pisał też słuchowiska, a film ""Przekładaniec"" z Kobielą reżyserował Wajda😀 https://t.co/XprQGZ2Tlm",https://twitter.com/elamagott/status/1437067582335557633,Mon May 18 17:04:37 +0000 2015,3288653517,false,"(...) myślę jak uklęknąć i nie zadrzeć nosa do góry_a życie nasze jednakowo niespokojne i malutkie ... 

Ks. Jan Twardowski",389775,1792,1910,32,,Ela Magott 🇵🇱,elamagott,165293,,,false
,Sun Sep 12 12:24:22 +0000 2021,,,,0,1437029315997323271,,,,pl,,,,2,1437026367896489984,JerzySkoczylas,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Lem napisał też kilka satyrycznych opowiadań, w których bezlitośnie chłostał Zachód za łamanie praw człowieka i za wyścig zbrojeń. Potem zabronił wznawiania ich. Muszę  kiedyś iść do Jagiellonki i je cichcem skopiować.",https://twitter.com/fstarszy/status/1437029315997323271,Wed Apr 15 12:45:53 +0000 2015,3169910571,false,"Manchester United fan
Jestem pro PO",43548,3280,4712,31,Poland,Ferdydur Starszy,fstarszy,143872,,,false
,Sun Sep 12 14:24:12 +0000 2021,,,,0,1437059473902800900,,,,pl,,,,22,1437028298731687942,JacekPiekara,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","100 lat temu urodził się St.Lem. Już jako dziecko zachwyciłem się jego Bajkami robotów i Cyberiadą, potem Dziennikami Gwiazdowymi i Pilotem Pirxem. Ba, zmęczyłem nawet socrealistyczny Obłok Magellana!
Lem pisał też słuchowiska, a film ""Przekładaniec"" z Kobielą reżyserował Wajda😀 https://t.co/XprQGZ2Tlm",https://twitter.com/januszch1691/status/1437059473902800900,Mon Dec 18 20:40:02 +0000 2017,942857006091816961,false,"Prawicowy Polak z krwi i kości, dumny potomek rodziny pochodzącej z Wilna, syn żołnierza AK V Brygady Wileńskiej majora  Łupaszki  ♥️ PS. Szuje banuje 😡",107094,214,60,2,"Wrocław, Polska",Janusz,januszch1691,123623,,,false
,Sun Sep 12 15:02:03 +0000 2021,,,,1,1437069000178012160,PrzemysIii,1437030958738313221,1282000876585070600,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@PrzemysIii @JacekPiekara @KirkKapitan Niezwycięzonego ppwinno się zekranizować. to wzasadzie gotowy scenariusz na swietne hard sf.  i Eden też.
a ""Pwrót z gwiazd"" i Kongres Futurologiczny  - te dwie pokazuja jak swietnie Lem przewidzial jakzdechnie nasza cywilizacja",https://twitter.com/SameDobreWiadom/status/1437069000178012160,Sun Jan 17 13:32:51 +0000 2016,4821001503,false,"White,privileged,pro-free speech,pro-gun,free market enthusiast,atheistic libertarian male, entrepreneur, shooter and hunter.
prywaciarz #ruskaonuca
#ammosexual",81643,1675,972,16, Gůrny Ślůnsk (Upper Silesia),SameDobreWiadomosci,SameDobreWiadom,83893,,,false
,Sun Sep 12 12:49:49 +0000 2021,,,,0,1437035722842820609,,,,pl,,,,22,1437028298731687942,JacekPiekara,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","100 lat temu urodził się St.Lem. Już jako dziecko zachwyciłem się jego Bajkami robotów i Cyberiadą, potem Dziennikami Gwiazdowymi i Pilotem Pirxem. Ba, zmęczyłem nawet socrealistyczny Obłok Magellana!
Lem pisał też słuchowiska, a film ""Przekładaniec"" z Kobielą reżyserował Wajda😀 https://t.co/XprQGZ2Tlm",https://twitter.com/walwen68/status/1437035722842820609,Sun Dec 01 16:45:15 +0000 2013,2203373416,false,czas...,5886,102,476,1,Polska,Waldemar,walwen68,3267,,,false
,Sun Sep 12 14:23:38 +0000 2021,,,,5,1437059329685868544,Przewodzik,1437059326628274186,1184947797231046700,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","postrzeganiu siebie sprzed lat i widać w tym dystans autora ""Solaris"" . Tytułowy Wysoki Zamek, podobnie jak inne lwowskie miejsca, jest raczej symbolem utraconego świata niż realnym punktem – Lem z resztą pisze, że chodziło się tam nie śladami historycznych peregrynacji, ale (2)",https://twitter.com/Przewodzik/status/1437059329685868544,Thu Oct 17 21:42:42 +0000 2019,1184947797231046657,false,"Kwalifikowane nadprzewodzictwo po meandrach: bibliografia, filmografia, muzykografia. Sus scrofa varsoviensis in silva rerum.",48938,7504,113,24,,Przewodzik,Przewodzik,30636,,,false
,Sun Sep 12 12:03:18 +0000 2021,,,,0,1437024014527041536,,,,pl,,,,20,1436944622874472451,GrzelinskMa,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","100 lat temu urodził się STANISŁAW LEM, prozaik, eseista, filozof, ale przede wszystkim genialny futurolog, który przewidział dzisiejsze czasy:
 "" Nie ma takich bredni, w które ludzie nie byliby w stanie uwierzyć. "" https://t.co/ISsDOsPkUR",https://twitter.com/PolskaZdrowa/status/1437024014527041536,Sat Mar 21 17:18:34 +0000 2020,1241413861477097478,true,,91608,692,834,11,,Zdrowa Polska,PolskaZdrowa,121932,,,false
,Sun Sep 12 12:20:23 +0000 2021,,https://twitter.com/JacekPiekara/status/1437028315890692097/photo/1,,48,1437028315890692097,JacekPiekara,1437028298731687942,714293714856894500,pl,,false,,10,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Amerykański geniusz science-fiction, Philip K. Dick, uważał że Lem nie istnieje jako osoba i że jest to komórka rosyjskiego KGB.
Oto fragment listu, w którym informował FBI o tym komunistycznym spisku:
⬇️ https://t.co/snV9oayc2X",https://twitter.com/JacekPiekara/status/1437028315890692097,Mon Mar 28 03:31:07 +0000 2016,714293714856894465,false,"Przede wszystkim pisarz📚
Homo politicus🌍🔭
Family man👨‍👩‍👦
Książki, gry i filmy🖥️
Historia🏰🏛️
❤️Psy i koty❤️
Imprezy!🍻",153480,50228,1392,200,Polska,Jacek Piekara,JacekPiekara,70133,,https://pl.m.wikipedia.org/wiki/Jacek_Piekara,false
,Sun Sep 12 12:29:15 +0000 2021,,,,0,1437030545221902343,,,,pl,,,,22,1437028298731687942,JacekPiekara,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","100 lat temu urodził się St.Lem. Już jako dziecko zachwyciłem się jego Bajkami robotów i Cyberiadą, potem Dziennikami Gwiazdowymi i Pilotem Pirxem. Ba, zmęczyłem nawet socrealistyczny Obłok Magellana!
Lem pisał też słuchowiska, a film ""Przekładaniec"" z Kobielą reżyserował Wajda😀 https://t.co/XprQGZ2Tlm",https://twitter.com/MarekS64/status/1437030545221902343,Sun Nov 05 19:59:58 +0000 2017,927264245468852224,false,,158263,612,947,28,,MarekS,MarekS64,83639,,,false
,Sun Sep 12 12:55:06 +0000 2021,,https://twitter.com/DobryFilm/status/1437037053087203330/photo/1,http://filmwtv.pl/film/Stanis%C5%82aw+Lem/717fc6b0,0,1437037053087203330,,,,pl,,false,,0,,,"<a href=""http://filmwtv.pl"" rel=""nofollow"">DobryFilm</a>","Stanisław Lem

film dokumentalny
produkcja Polska, 1996
2021-09-13 o 17:20, TVP Historia
https://t.co/nXrC2hb1QX https://t.co/5QZlABBzO2",https://twitter.com/DobryFilm/status/1437037053087203330,Sat Apr 04 21:07:38 +0000 2015,3135179116,false,Dobre filmy w telewizji,2885,1019,70,34,"Warsaw, Poland",Dobry Film,DobryFilm,19868,,http://filmwtv.pl,false
,Sun Sep 12 12:29:32 +0000 2021,wieszwiecej,,https://www.tvp.info/55821442/100-rocznica-urodzin-stanislawa-lema-pisarz-futurolog-filozof,17,1437030616126660608,,,,pl,,false,,3,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Był najczęściej tłumaczonym polskim pisarzem, w swojej twórczości poruszał kwestie natury człowieka i jego miejsca we wszechświecie. Jego nazwiskiem nazwano jedną z planetoid. Stanisław Lem przyszedł na świat 100 lat temu, 12Ⅸ1921 roku.
https://t.co/3S6cvifJjy #wieszwiecej",https://twitter.com/PolskieSluzby/status/1437030616126660608,Tue May 16 18:52:13 +0000 2017,864554093825675265,false,,54758,12454,12567,27,,Polskie_Sluzby,PolskieSluzby,195957,,,false
,Sun Sep 12 13:00:42 +0000 2021,,,,0,1437038461073174536,,,,pl,,,,22,1437028298731687942,JacekPiekara,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","100 lat temu urodził się St.Lem. Już jako dziecko zachwyciłem się jego Bajkami robotów i Cyberiadą, potem Dziennikami Gwiazdowymi i Pilotem Pirxem. Ba, zmęczyłem nawet socrealistyczny Obłok Magellana!
Lem pisał też słuchowiska, a film ""Przekładaniec"" z Kobielą reżyserował Wajda😀 https://t.co/XprQGZ2Tlm",https://twitter.com/1984Kreese/status/1437038461073174536,Fri Dec 20 13:26:42 +0000 2019,1208015822507122688,false,,113624,614,603,4,,kreese 1984,1984Kreese,42901,,,false
,Sun Sep 12 13:14:17 +0000 2021,,,,0,1437041879955148802,,,,pl,,,1437032079259312135,8,1437037070942228484,PartiaKresowian,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ambasada przypomina w kilku tłitach o rocznicy urodzin polskiego  pisarza, ale w żadnym nie wspomina, że urodził się w 🇵🇱 #Lwow.ie 🤷‍♂️ #Lem #Kresy https://t.co/DvwhMHgj5Q",https://twitter.com/FuriosoVecchio/status/1437041879955148802,Sun Sep 04 14:29:57 +0000 2016,772441574336827392,false,,126421,529,1023,1,,Edu Ardo,FuriosoVecchio,53313,,,false
,Sun Sep 12 13:22:40 +0000 2021,,,,0,1437043988276600834,,,,pl,,,,29,1436930856640258048,Agniesz61796740,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","12.09.1921 (lub 13) ur. się Stanisław Lem, pisarz, filozof, futurolog, przedst. fantastyki naukowej, choć nie stronił też od innej tematyki. Autor felietonów i recenzji nieistniejących książek, krytyk. Twórca Solaris, Cyberiady, Bajek robotów i in. 
#Bornonthisday 
#StanisławLem https://t.co/oy3pcroPNw",https://twitter.com/APPiotr/status/1437043988276600834,Sun Jun 03 07:49:01 +0000 2012,598125560,false,"Polityka, rock, fantasy

Felietony @TAKtoWIDZIMY / https://t.co/zO4UzDA7ZP

https://t.co/MgD1FSTve6",144866,2937,2455,4,Polska,Piotr Wesołowski,APPiotr,96482,,,false
,Sun Sep 12 12:10:33 +0000 2021,,,,9,1437025838239731722,,,,pl,,,,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","W TVP Kultura leci czechosłowacki film z 1963 roku, oparty na powieści Lema ""Obłok Magellana"". Oglądałem ten film w dzieciństwie. Bardzo śmieszny.
Lem wstydził się tej powieści. I słusznie.",https://twitter.com/JerzySkoczylas/status/1437025838239731722,Fri Jan 23 08:55:36 +0000 2015,2993815113,false,"Nie jestem tym wrocławskim JS z dawnej ""Elity""!
Lubię reformy Balcerowicza. Nie lubię tych, którzy nie lubią tych reform. Żeby nie było, że nie wiedzieliście.",31528,7996,761,32,"Kraków, Polska",Jerzy Skoczylas,JerzySkoczylas,75874,,,false
